
       XFOIL         Version 6.96
  
 Calculated polar for: E63  (4.25%)                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -7.750  -0.3714   0.11498   0.11161  -0.0175   1.0000   0.0125
  -7.500  -0.3722   0.11289   0.10956  -0.0166   1.0000   0.0126
  -7.250  -0.3744   0.11098   0.10769  -0.0154   1.0000   0.0126
  -7.000  -0.3641   0.10791   0.10464  -0.0177   0.9978   0.0126
  -6.750  -0.3484   0.10439   0.10106  -0.0215   0.9950   0.0126
  -6.500  -0.3313   0.10064   0.09731  -0.0255   0.9918   0.0126
  -6.250  -0.3123   0.09680   0.09348  -0.0299   0.9883   0.0126
  -6.000  -0.2900   0.09268   0.08935  -0.0352   0.9851   0.0126
  -5.750  -0.2670   0.08864   0.08530  -0.0406   0.9822   0.0127
  -5.500  -0.2474   0.08485   0.08151  -0.0449   0.9777   0.0127
  -5.250  -0.2215   0.08067   0.07732  -0.0509   0.9744   0.0127
  -5.000  -0.1978   0.07460   0.07127  -0.0575   0.9721   0.0131
  -4.750  -0.1810   0.07037   0.06705  -0.0607   0.9671   0.0135
  -4.500  -0.1577   0.06642   0.06308  -0.0646   0.9638   0.0139
  -4.250  -0.1254   0.06225   0.05889  -0.0711   0.9615   0.0144
  -4.000  -0.0901   0.05807   0.05466  -0.0784   0.9588   0.0149
  -3.750  -0.0542   0.05390   0.05043  -0.0856   0.9544   0.0152
  -3.500  -0.0058   0.04907   0.04551  -0.0956   0.9522   0.0153
  -3.250   0.0675   0.04220   0.03840  -0.1114   0.9518   0.0137
  -3.000   0.1139   0.03842   0.03445  -0.1184   0.9507   0.0115
  -2.750   0.1741   0.03311   0.02881  -0.1291   0.9507   0.0104
  -2.500   0.2365   0.02805   0.02334  -0.1387   0.9514   0.0096
  -2.250   0.2961   0.02363   0.01836  -0.1466   0.9526   0.0092
  -2.000   0.3502   0.02020   0.01427  -0.1524   0.9541   0.0094
  -1.750   0.3943   0.01825   0.01176  -0.1556   0.9536   0.0113
  -1.500   0.4347   0.01673   0.00987  -0.1584   0.9525   0.0152
  -1.250   0.4738   0.01557   0.00850  -0.1606   0.9510   0.0160
  -1.000   0.5130   0.01473   0.00754  -0.1630   0.9493   0.0179
  -0.750   0.5500   0.01419   0.00683  -0.1648   0.9468   0.0233
  -0.500   0.5833   0.01358   0.00640  -0.1661   0.9419   0.0961
  -0.250   0.6218   0.01277   0.00639  -0.1690   0.9390   0.3824
   0.000   0.6574   0.01194   0.00637  -0.1706   0.9364   0.7202
   0.250   0.6763   0.01139   0.00605  -0.1681   0.9276   1.0000
   0.500   0.7124   0.01121   0.00577  -0.1696   0.9233   1.0000
   0.750   0.7416   0.01112   0.00562  -0.1697   0.9146   1.0000
   1.000   0.7774   0.01089   0.00531  -0.1711   0.9095   1.0000
   1.250   0.8061   0.01080   0.00519  -0.1711   0.8992   1.0000
   1.500   0.8379   0.01065   0.00502  -0.1717   0.8886   1.0000
   1.750   0.8723   0.01044   0.00481  -0.1727   0.8773   1.0000
   2.000   0.9092   0.01021   0.00463  -0.1743   0.8641   1.0000
   2.250   0.9524   0.00992   0.00433  -0.1772   0.8461   1.0000
   2.500   1.0035   0.00966   0.00404  -0.1819   0.8187   1.0000
   2.750   1.0510   0.00960   0.00386  -0.1857   0.7762   1.0000
   3.000   1.0861   0.00987   0.00390  -0.1869   0.7182   1.0000
   3.250   1.1113   0.01039   0.00426  -0.1860   0.6522   1.0000
   3.500   1.1313   0.01107   0.00461  -0.1841   0.5827   1.0000
   3.750   1.1490   0.01186   0.00505  -0.1819   0.5094   1.0000
   4.000   1.1664   0.01271   0.00556  -0.1798   0.4343   1.0000
   4.250   1.1846   0.01358   0.00611  -0.1780   0.3635   1.0000
   4.500   1.2033   0.01450   0.00672  -0.1764   0.2948   1.0000
   4.750   1.2225   0.01547   0.00739  -0.1749   0.2271   1.0000
   5.000   1.2423   0.01645   0.00821  -0.1736   0.1662   1.0000
   5.250   1.2615   0.01758   0.00903  -0.1722   0.1069   1.0000
   5.500   1.2809   0.01874   0.00995  -0.1709   0.0604   1.0000
   5.750   1.2977   0.02036   0.01115  -0.1691   0.0151   1.0000
   6.000   1.3163   0.02187   0.01274  -0.1672   0.0067   1.0000
   6.250   1.3359   0.02316   0.01430  -0.1654   0.0055   1.0000
   6.500   1.3540   0.02469   0.01609  -0.1634   0.0050   1.0000
   6.750   1.3711   0.02649   0.01812  -0.1612   0.0046   1.0000
