  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0015                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -19.000  -0.9801   0.14046   0.13585   0.0034   1.0000   0.0373
 -18.750  -1.0458   0.12227   0.11729  -0.0078   1.0000   0.0375
 -18.500  -1.0733   0.11293   0.10772  -0.0134   1.0000   0.0377
 -18.250  -1.0940   0.10521   0.09979  -0.0178   1.0000   0.0380
 -18.000  -1.1109   0.09843   0.09280  -0.0216   1.0000   0.0383
 -17.750  -1.1252   0.09230   0.08648  -0.0248   1.0000   0.0387
 -17.500  -1.1377   0.08660   0.08057  -0.0278   1.0000   0.0390
 -17.250  -1.1393   0.08304   0.07698  -0.0291   1.0000   0.0394
 -17.000  -1.1419   0.07930   0.07318  -0.0306   1.0000   0.0398
 -16.750  -1.1449   0.07551   0.06932  -0.0322   1.0000   0.0402
 -16.500  -1.1480   0.07176   0.06548  -0.0337   1.0000   0.0407
 -16.250  -1.1510   0.06809   0.06171  -0.0351   1.0000   0.0412
 -16.000  -1.1536   0.06457   0.05808  -0.0363   1.0000   0.0417
 -15.750  -1.1554   0.06122   0.05461  -0.0374   1.0000   0.0422
 -15.500  -1.1563   0.05807   0.05133  -0.0382   1.0000   0.0427
 -15.250  -1.1563   0.05510   0.04823  -0.0389   1.0000   0.0432
 -15.000  -1.1554   0.05229   0.04528  -0.0394   1.0000   0.0438
 -14.750  -1.1533   0.04965   0.04248  -0.0398   1.0000   0.0445
 -14.500  -1.1509   0.04721   0.04000  -0.0399   1.0000   0.0450
 -14.250  -1.1479   0.04487   0.03761  -0.0400   1.0000   0.0457
 -14.000  -1.1439   0.04268   0.03536  -0.0399   1.0000   0.0464
 -13.750  -1.1390   0.04065   0.03325  -0.0397   1.0000   0.0471
 -13.500  -1.1334   0.03875   0.03126  -0.0393   1.0000   0.0479
 -13.250  -1.1270   0.03698   0.02940  -0.0387   1.0000   0.0487
 -13.000  -1.1198   0.03534   0.02766  -0.0379   1.0000   0.0496
 -12.750  -1.1115   0.03385   0.02605  -0.0370   1.0000   0.0505
 -12.500  -1.1053   0.03230   0.02446  -0.0359   1.0000   0.0515
 -12.250  -1.0980   0.03091   0.02304  -0.0346   1.0000   0.0525
 -12.000  -1.0892   0.02970   0.02178  -0.0333   1.0000   0.0538
 -11.750  -1.0794   0.02861   0.02061  -0.0318   1.0000   0.0552
 -11.500  -1.0689   0.02761   0.01953  -0.0301   1.0000   0.0567
 -11.250  -1.0591   0.02663   0.01849  -0.0282   1.0000   0.0582
 -11.000  -1.0505   0.02568   0.01752  -0.0260   1.0000   0.0597
 -10.750  -1.0405   0.02487   0.01669  -0.0238   1.0000   0.0616
 -10.500  -1.0298   0.02417   0.01593  -0.0214   1.0000   0.0638
