  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 65(2)-215                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -0.5954   0.09141   0.08596  -0.0528   1.0000   0.0348
 -12.750  -0.6241   0.08272   0.07718  -0.0584   1.0000   0.0345
 -12.500  -0.6504   0.07587   0.07020  -0.0622   1.0000   0.0342
 -12.250  -0.6759   0.07011   0.06430  -0.0646   1.0000   0.0340
 -12.000  -0.6985   0.06533   0.05935  -0.0658   1.0000   0.0339
 -11.750  -0.7191   0.06123   0.05506  -0.0660   1.0000   0.0338
 -11.500  -0.7366   0.05773   0.05137  -0.0652   1.0000   0.0338
 -11.250  -0.7521   0.05470   0.04814  -0.0636   1.0000   0.0338
 -11.000  -0.7662   0.05211   0.04534  -0.0611   1.0000   0.0339
 -10.750  -0.7808   0.04992   0.04296  -0.0575   1.0000   0.0340
 -10.500  -0.7922   0.04802   0.04087  -0.0535   1.0000   0.0341
 -10.250  -0.8054   0.04641   0.03908  -0.0488   1.0000   0.0343
 -10.000  -0.8104   0.04454   0.03695  -0.0455   0.9962   0.0347
  -9.750  -0.7926   0.04170   0.03356  -0.0466   0.9856   0.0357
  -9.500  -0.7687   0.03910   0.03071  -0.0480   0.9779   0.0368
  -9.250  -0.7394   0.03696   0.02839  -0.0499   0.9724   0.0378
  -9.000  -0.7104   0.03497   0.02617  -0.0513   0.9656   0.0387
  -8.750  -0.6776   0.03308   0.02406  -0.0532   0.9609   0.0396
  -8.500  -0.6475   0.03148   0.02228  -0.0542   0.9538   0.0409
  -8.250  -0.6138   0.03006   0.02065  -0.0559   0.9487   0.0429
  -8.000  -0.5835   0.02876   0.01919  -0.0568   0.9418   0.0448
  -7.750  -0.5524   0.02745   0.01792  -0.0580   0.9358   0.0465
  -7.500  -0.5246   0.02639   0.01684  -0.0585   0.9288   0.0483
  -7.250  -0.4996   0.02546   0.01584  -0.0586   0.9210   0.0503
  -7.000  -0.4764   0.02471   0.01497  -0.0583   0.9131   0.0534
  -6.750  -0.4580   0.02384   0.01412  -0.0574   0.9046   0.0565
  -6.500  -0.4400   0.02317   0.01340  -0.0562   0.8962   0.0602
  -6.250  -0.4212   0.02254   0.01264  -0.0551   0.8883   0.0643
  -6.000  -0.4052   0.02185   0.01197  -0.0536   0.8804   0.0702
  -5.750  -0.3876   0.02119   0.01131  -0.0523   0.8731   0.0812
  -5.500  -0.3712   0.02046   0.01067  -0.0509   0.8662   0.1018
  -5.250  -0.3604   0.01941   0.01000  -0.0488   0.8582   0.1668
  -5.000  -0.3568   0.01780   0.00924  -0.0459   0.8513   0.3234
  -4.250  -0.3041   0.01750   0.00992  -0.0394   0.8331   0.6085
  -4.000  -0.2826   0.01830   0.01077  -0.0369   0.8272   0.6535
  -3.750  -0.2576   0.01916   0.01161  -0.0346   0.8230   0.6833
  -3.500  -0.2322   0.01942   0.01177  -0.0336   0.8181   0.6945
  -3.250  -0.2075   0.01951   0.01174  -0.0330   0.8126   0.7014
  -3.000  -0.1810   0.01950   0.01161  -0.0326   0.8083   0.7077
  -2.750  -0.1551   0.01930   0.01125  -0.0325   0.8046   0.7147
  -2.500  -0.1312   0.01937   0.01126  -0.0319   0.7983   0.7184
  -2.250  -0.1054   0.01930   0.01111  -0.0317   0.7937   0.7232
  -2.000  -0.0795   0.01908   0.01075  -0.0318   0.7902   0.7294
  -1.750  -0.0540   0.01910   0.01072  -0.0315   0.7855   0.7328
  -1.500  -0.0293   0.01913   0.01070  -0.0311   0.7803   0.7367
  -1.250  -0.0030   0.01903   0.01053  -0.0311   0.7762   0.7414
  -1.000   0.0243   0.01888   0.01028  -0.0314   0.7731   0.7468
  -0.750   0.0478   0.01900   0.01041  -0.0308   0.7679   0.7502
  -0.500   0.0729   0.01903   0.01042  -0.0305   0.7632   0.7541
  -0.250   0.0997   0.01896   0.01030  -0.0306   0.7595   0.7592
   0.000   0.1279   0.01888   0.01016  -0.0309   0.7568   0.7639
   0.250   0.1497   0.01907   0.01040  -0.0302   0.7511   0.7675
   0.500   0.1747   0.01912   0.01047  -0.0299   0.7467   0.7720
   0.750   0.2020   0.01908   0.01040  -0.0301   0.7433   0.7776
   1.000   0.2304   0.01907   0.01039  -0.0302   0.7407   0.7815
   1.250   0.2506   0.01933   0.01073  -0.0293   0.7347   0.7857
   1.500   0.2756   0.01941   0.01084  -0.0291   0.7303   0.7909
   1.750   0.3030   0.01942   0.01087  -0.0293   0.7271   0.7963
   2.000   0.3315   0.01944   0.01093  -0.0293   0.7247   0.8002
   2.250   0.3495   0.01978   0.01138  -0.0282   0.7180   0.8058
   2.500   0.3751   0.01988   0.01152  -0.0282   0.7138   0.8118
   2.750   0.4023   0.01992   0.01165  -0.0280   0.7107   0.8159
   3.000   0.4266   0.02008   0.01189  -0.0276   0.7065   0.8216
   3.250   0.4466   0.02038   0.01229  -0.0268   0.7002   0.8283
   3.500   0.4731   0.02042   0.01244  -0.0264   0.6961   0.8330
   3.750   0.5038   0.02031   0.01241  -0.0267   0.6930   0.8385
   4.000   0.5191   0.02070   0.01294  -0.0251   0.6842   0.8457
