  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 65(2)-215                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -12.500  -0.5269   0.10736   0.09981  -0.0455   1.0000   0.0601
 -12.250  -0.5436   0.09868   0.09116  -0.0507   1.0000   0.0591
 -12.000  -0.5731   0.08938   0.08186  -0.0567   1.0000   0.0579
 -11.750  -0.6072   0.08150   0.07390  -0.0613   1.0000   0.0570
 -11.500  -0.6406   0.07532   0.06757  -0.0639   1.0000   0.0562
 -11.250  -0.6700   0.07056   0.06264  -0.0645   1.0000   0.0557
 -11.000  -0.6950   0.06684   0.05874  -0.0636   1.0000   0.0554
 -10.750  -0.7156   0.06390   0.05562  -0.0614   1.0000   0.0553
 -10.500  -0.7339   0.06144   0.05300  -0.0581   1.0000   0.0551
 -10.250  -0.7453   0.05901   0.05041  -0.0551   1.0000   0.0553
 -10.000  -0.7554   0.05683   0.04806  -0.0516   1.0000   0.0554
  -9.750  -0.7635   0.05488   0.04597  -0.0480   1.0000   0.0558
  -9.500  -0.7702   0.05317   0.04412  -0.0442   1.0000   0.0563
  -9.250  -0.7758   0.05163   0.04246  -0.0404   1.0000   0.0570
  -9.000  -0.7803   0.05014   0.04081  -0.0366   1.0000   0.0580
  -8.500  -0.7830   0.04699   0.03721  -0.0297   1.0000   0.0602
  -8.250  -0.7726   0.04504   0.03494  -0.0280   0.9979   0.0614
  -8.000  -0.7427   0.04259   0.03204  -0.0294   0.9916   0.0629
  -7.750  -0.7094   0.04052   0.02954  -0.0308   0.9860   0.0645
  -7.500  -0.6747   0.03871   0.02776  -0.0325   0.9813   0.0678
  -7.250  -0.6381   0.03734   0.02627  -0.0342   0.9764   0.0721
  -7.000  -0.5955   0.03617   0.02484  -0.0360   0.9732   0.0763
  -6.750  -0.5615   0.03508   0.02378  -0.0370   0.9680   0.0811
  -6.500  -0.5292   0.03412   0.02268  -0.0382   0.9626   0.0890
  -6.250  -0.5067   0.03304   0.02164  -0.0383   0.9552   0.0961
  -6.000  -0.4818   0.03190   0.02045  -0.0390   0.9487   0.1072
  -5.750  -0.4678   0.03074   0.01939  -0.0381   0.9398   0.1237
  -5.500  -0.4508   0.02909   0.01808  -0.0383   0.9332   0.1625
  -4.500  -0.4005   0.02958   0.02078  -0.0241   0.9037   0.6621
  -4.250  -0.3555   0.03284   0.02390  -0.0206   0.9016   0.7150
  -4.000  -0.3363   0.03332   0.02418  -0.0182   0.8942   0.7309
  -3.750  -0.2991   0.03358   0.02419  -0.0193   0.8900   0.7402
  -3.500  -0.2674   0.03343   0.02380  -0.0203   0.8859   0.7500
  -3.250  -0.2558   0.03335   0.02357  -0.0180   0.8777   0.7593
  -3.000  -0.2277   0.03321   0.02324  -0.0185   0.8728   0.7667
  -2.750  -0.1994   0.03306   0.02292  -0.0191   0.8684   0.7739
  -2.500  -0.1915   0.03291   0.02267  -0.0164   0.8605   0.7819
  -2.250  -0.1605   0.03279   0.02238  -0.0175   0.8562   0.7874
  -2.000  -0.1529   0.03254   0.02203  -0.0150   0.8494   0.7959
  -1.750  -0.1285   0.03255   0.02194  -0.0149   0.8439   0.8007
  -1.500  -0.1025   0.03239   0.02166  -0.0153   0.8396   0.8068
  -1.250  -0.0905   0.03229   0.02149  -0.0134   0.8334   0.8137
  -1.000  -0.0706   0.03232   0.02145  -0.0127   0.8276   0.8191
  -0.750  -0.0488   0.03217   0.02122  -0.0125   0.8232   0.8259
  -0.500  -0.0284   0.03221   0.02120  -0.0119   0.8181   0.8313
  -0.250  -0.0146   0.03229   0.02125  -0.0103   0.8117   0.8378
   0.000   0.0075   0.03221   0.02112  -0.0101   0.8074   0.8445
   0.250   0.0387   0.03228   0.02116  -0.0112   0.8039   0.8491
   0.500   0.0382   0.03244   0.02132  -0.0074   0.7959   0.8579
   0.750   0.0666   0.03253   0.02139  -0.0081   0.7919   0.8631
   1.000   0.0999   0.03258   0.02144  -0.0096   0.7889   0.8684
   1.250   0.0972   0.03288   0.02175  -0.0056   0.7806   0.8777
   1.500   0.1253   0.03305   0.02193  -0.0063   0.7763   0.8836
   1.750   0.1538   0.03311   0.02201  -0.0070   0.7731   0.8909
   2.000   0.1622   0.03356   0.02252  -0.0050   0.7652   0.8990
   2.250   0.1857   0.03375   0.02274  -0.0050   0.7604   0.9072
   2.500   0.2250   0.03394   0.02301  -0.0076   0.7574   0.9123
   2.750   0.2316   0.03445   0.02358  -0.0055   0.7492   0.9232
   3.000   0.2660   0.03475   0.02397  -0.0076   0.7445   0.9298
   3.250   0.3044   0.03490   0.02422  -0.0099   0.7410   0.9368
   3.500   0.3213   0.03559   0.02503  -0.0100   0.7321   0.9467
   3.750   0.3621   0.03584   0.02541  -0.0130   0.7274   0.9531
   4.000   0.3925   0.03632   0.02605  -0.0147   0.7203   0.9619
   4.250   0.4307   0.03673   0.02663  -0.0178   0.7132   0.9689
   4.500   0.4796   0.03673   0.02684  -0.0215   0.7091   0.9743
   4.750   0.5043   0.03749   0.02780  -0.0231   0.6980   0.9855
   5.000   0.5572   0.03723   0.02779  -0.0271   0.6932   0.9904
   5.250   0.5576   0.03782   0.02849  -0.0243   0.6805   1.0000
   5.500   0.5448   0.03811   0.02879  -0.0186   0.6689   1.0000
   5.750   0.5805   0.03755   0.02846  -0.0190   0.6619   1.0000
   6.000   0.5797   0.03787   0.02884  -0.0152   0.6483   1.0000
   6.250   0.5950   0.03786   0.02897  -0.0133   0.6346   1.0000
   6.500   0.6216   0.03711   0.02841  -0.0119   0.6191   1.0000
   6.750   0.6578   0.03453   0.02607  -0.0095   0.5930   1.0000
   8.000   0.7077   0.03297   0.02260   0.0083   0.1867   1.0000
   8.250   0.7041   0.03535   0.02452   0.0102   0.1440   1.0000
   8.500   0.7057   0.03750   0.02638   0.0118   0.1203   1.0000
   8.750   0.7119   0.03937   0.02811   0.0130   0.1049   1.0000
   9.000   0.7206   0.04111   0.02972   0.0141   0.0950   1.0000
   9.250   0.7351   0.04248   0.03119   0.0151   0.0872   1.0000
   9.500   0.7507   0.04388   0.03254   0.0160   0.0804   1.0000
   9.750   0.7732   0.04495   0.03373   0.0168   0.0746   1.0000
  10.000   0.8059   0.04586   0.03456   0.0173   0.0699   1.0000
  10.250   0.8431   0.04687   0.03586   0.0174   0.0650   1.0000
  10.500   0.8757   0.04829   0.03739   0.0172   0.0610   1.0000
  10.750   0.9205   0.05032   0.03942   0.0160   0.0585   1.0000
  11.000   0.9428   0.05281   0.04234   0.0163   0.0570   1.0000
  11.250   0.9555   0.05543   0.04534   0.0171   0.0553   1.0000
  11.500   0.9631   0.05812   0.04834   0.0180   0.0538   1.0000
  11.750   0.9676   0.06088   0.05136   0.0189   0.0525   1.0000
  12.000   0.9694   0.06381   0.05453   0.0197   0.0516   1.0000
  12.250   0.9674   0.06707   0.05804   0.0205   0.0511   1.0000
  12.500   0.9605   0.07067   0.06191   0.0211   0.0508   1.0000
  12.750   0.9496   0.07461   0.06611   0.0214   0.0506   1.0000
  13.000   0.9330   0.07907   0.07084   0.0212   0.0506   1.0000
  13.250   0.9108   0.08431   0.07635   0.0203   0.0508   1.0000
  13.500   0.8821   0.09066   0.08297   0.0181   0.0512   1.0000
  13.750   0.8477   0.09863   0.09117   0.0143   0.0517   1.0000
  14.000   0.8082   0.10890   0.10163   0.0082   0.0526   1.0000
